age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,contact_date
76,housemaid,divorced,primary,0,1411,0,0,telephone,170,3,-1,0,unknown,1,2023-04-15
36,admin.,single,secondary,0,11174,1,0,cellular,953,1,-1,0,unknown,1,2023-04-15
27,technician,single,secondary,0,439,1,0,cellular,1038,2,-1,0,unknown,1,2023-04-15
38,management,single,tertiary,0,6158,1,0,cellular,139,5,145,9,failure,1,2023-04-15
56,blue-collar,married,primary,0,3498,0,0,cellular,264,2,-1,0,unknown,1,2023-04-15
51,unemployed,married,tertiary,0,1801,0,0,cellular,838,3,-1,0,unknown,1,2023-04-16
39,management,married,tertiary,0,937,0,0,cellular,144,4,-1,0,unknown,1,2023-04-16
35,management,divorced,tertiary,0,26,0,0,cellular,78,2,-1,0,unknown,1,2023-04-16
32,blue-collar,married,secondary,1,-53,1,0,cellular,648,1,272,1,other,1,2023-04-16
51,housemaid,married,unknown,0,2337,1,0,cellular,251,2,266,3,other,1,2023-04-16
37,technician,married,secondary,0,1762,0,0,cellular,334,2,-1,0,unknown,1,2023-04-16
52,entrepreneur,single,tertiary,0,3469,1,0,cellular,583,1,147,1,success,1,2023-04-16
35,technician,married,secondary,0,545,1,0,cellular,1579,1,234,4,failure,1,2023-04-16
47,admin.,married,secondary,0,3480,0,0,cellular,443,1,-1,0,unknown,1,2023-04-16
31,technician,married,secondary,0,183,0,0,cellular,495,1,-1,0,unknown,1,2023-04-16
49,services,married,secondary,0,2416,1,0,cellular,1366,1,-1,0,unknown,1,2023-04-16
30,management,single,tertiary,0,424,0,0,cellular,298,4,-1,0,unknown,1,2023-04-16
35,blue-collar,single,secondary,0,0,1,0,cellular,1174,1,345,4,other,1,2023-04-16
44,management,married,primary,0,294,0,0,cellular,165,3,-1,0,unknown,1,2023-04-16
42,blue-collar,married,secondary,0,1598,1,1,cellular,1463,2,-1,0,unknown,1,2023-04-16
29,management,single,tertiary,0,268,0,0,cellular,667,1,-1,0,unknown,1,2023-04-16
42,technician,divorced,secondary,0,214,0,0,cellular,127,1,-1,0,unknown,1,2023-04-16
43,management,married,tertiary,0,240,1,0,cellular,453,1,-1,0,unknown,1,2023-04-16
36,technician,single,secondary,0,2511,1,0,cellular,700,5,-1,0,unknown,1,2023-04-16
36,technician,married,tertiary,0,4596,1,0,cellular,901,2,-1,0,unknown,1,2023-04-16
32,services,married,secondary,0,1273,1,0,cellular,1365,2,328,1,failure,1,2023-04-16
54,technician,married,secondary,0,3994,0,1,cellular,299,2,-1,0,unknown,1,2023-04-16
50,management,married,tertiary,0,469,0,0,cellular,161,1,-1,0,unknown,1,2023-04-16
32,technician,single,tertiary,0,932,1,0,cellular,944,1,318,1,failure,1,2023-04-16
28,student,single,tertiary,0,844,0,0,cellular,551,2,-1,0,unknown,1,2023-04-16
40,services,divorced,primary,0,471,1,0,cellular,1156,1,345,2,failure,1,2023-04-16
34,admin.,single,secondary,0,63,1,0,cellular,678,1,-1,0,unknown,1,2023-04-17
52,retired,divorced,primary,0,-779,1,1,cellular,709,1,-1,0,unknown,1,2023-04-17
35,blue-collar,married,secondary,0,293,1,0,cellular,1017,1,325,1,other,1,2023-04-17
32,management,divorced,tertiary,0,294,1,0,cellular,1095,1,274,5,success,1,2023-04-17
60,management,married,tertiary,0,13546,0,0,cellular,452,3,-1,0,unknown,1,2023-04-17
34,blue-collar,married,primary,0,329,1,0,cellular,952,1,343,1,failure,1,2023-04-17
30,admin.,single,secondary,0,69,1,0,cellular,997,1,-1,0,unknown,1,2023-04-17
39,self-employed,married,tertiary,0,-3058,1,1,cellular,882,3,-1,0,unknown,1,2023-04-17
40,services,single,secondary,0,224,1,0,cellular,875,2,-1,0,unknown,1,2023-04-17
38,management,married,tertiary,0,165,1,0,cellular,526,1,260,2,other,1,2023-04-17
35,management,single,tertiary,0,397,1,0,cellular,594,1,-1,0,unknown,1,2023-04-17
37,blue-collar,married,primary,0,3154,1,0,cellular,404,1,305,3,failure,1,2023-04-17
29,technician,married,secondary,0,1180,1,0,cellular,367,3,323,3,failure,1,2023-04-17
36,technician,single,secondary,1,-487,1,0,cellular,1080,1,-1,0,unknown,1,2023-04-17
34,management,married,secondary,1,879,1,0,cellular,712,1,344,1,failure,1,2023-04-17
33,technician,married,secondary,0,806,0,0,cellular,108,1,-1,0,unknown,1,2023-04-17
29,technician,single,secondary,0,674,0,0,cellular,170,5,-1,0,unknown,1,2023-04-17
33,management,married,tertiary,0,0,1,0,cellular,378,1,-1,0,unknown,1,2023-04-17
41,self-employed,married,secondary,0,323,1,0,cellular,949,2,254,6,other,1,2023-04-17
74,retired,married,secondary,0,921,0,0,telephone,394,2,-1,0,unknown,1,2023-04-17
53,technician,married,secondary,0,5303,1,0,telephone,320,3,180,1,success,1,2023-04-17
38,admin.,married,secondary,0,0,1,1,cellular,547,2,-1,0,unknown,1,2023-04-17
41,technician,married,secondary,0,4004,0,0,cellular,314,2,-1,0,unknown,1,2023-04-17
52,technician,married,secondary,0,386,0,0,cellular,438,1,-1,0,unknown,1,2023-04-20
40,technician,married,primary,0,284,1,0,cellular,1332,2,-1,0,unknown,1,2023-04-20
32,entrepreneur,married,secondary,0,-242,1,0,cellular,1202,3,-1,0,unknown,1,2023-04-20
28,technician,married,secondary,0,1086,1,0,cellular,1112,3,-1,0,unknown,1,2023-04-20
28,management,single,secondary,0,2840,0,0,cellular,227,5,-1,0,unknown,1,2023-04-20
35,management,married,tertiary,0,43,1,0,cellular,860,1,-1,0,unknown,1,2023-04-20
46,management,married,primary,0,3229,1,0,cellular,1550,1,-1,0,unknown,1,2023-04-20
50,unknown,married,primary,0,341,1,1,cellular,670,4,340,2,success,1,2023-04-20
44,blue-collar,single,secondary,0,0,0,0,cellular,133,1,-1,0,unknown,1,2023-04-20
29,blue-collar,divorced,secondary,0,-19,1,0,cellular,712,4,-1,0,unknown,1,2023-04-20
61,retired,married,secondary,0,243,0,0,cellular,194,1,-1,0,unknown,1,2023-04-20
70,retired,married,secondary,0,2575,0,0,telephone,216,2,-1,0,unknown,1,2023-04-20
44,blue-collar,married,secondary,1,105,1,0,cellular,586,1,-1,0,unknown,1,2023-04-20
59,management,married,tertiary,0,0,1,1,cellular,392,1,-1,0,unknown,1,2023-04-20
45,blue-collar,married,primary,1,-443,1,1,cellular,691,1,-1,0,unknown,1,2023-04-20
39,technician,married,tertiary,0,1524,0,0,cellular,567,1,-1,0,unknown,1,2023-04-20
36,blue-collar,married,primary,0,1925,1,0,cellular,904,2,-1,0,unknown,1,2023-04-20
78,retired,married,primary,0,240,0,0,cellular,325,1,-1,0,unknown,1,2023-04-20
28,technician,single,tertiary,0,387,1,0,cellular,205,1,82,1,failure,1,2023-04-20
50,self-employed,divorced,tertiary,0,13,1,0,cellular,76,1,-1,0,unknown,1,2023-04-20
73,retired,divorced,tertiary,0,3203,0,0,cellular,148,1,-1,0,unknown,1,2023-04-20
34,management,married,tertiary,0,606,0,0,cellular,97,1,-1,0,unknown,1,2023-04-20
28,student,single,secondary,0,0,0,0,cellular,185,1,-1,0,unknown,1,2023-04-20
42,admin.,divorced,secondary,0,527,0,1,cellular,112,1,-1,0,unknown,1,2023-04-20
54,unemployed,divorced,secondary,0,309,0,0,cellular,241,1,-1,0,unknown,1,2023-04-20
27,blue-collar,married,secondary,0,4333,0,0,cellular,163,1,-1,0,unknown,1,2023-04-20
73,retired,married,primary,0,253,0,0,cellular,345,1,-1,0,unknown,1,2023-04-20
33,management,single,tertiary,0,6807,0,0,cellular,163,1,-1,0,unknown,1,2023-04-20
51,entrepreneur,married,tertiary,0,83,0,0,cellular,267,2,-1,0,unknown,1,2023-04-20
32,management,single,tertiary,0,819,1,0,cellular,114,2,-1,0,unknown,1,2023-04-20
33,technician,married,secondary,0,1968,1,0,cellular,1817,3,-1,0,unknown,1,2023-04-20
26,services,single,secondary,0,136,0,0,cellular,120,1,-1,0,unknown,1,2023-04-20
32,technician,single,secondary,0,1995,1,0,cellular,121,1,-1,0,unknown,1,2023-04-20
41,blue-collar,divorced,primary,0,285,1,0,cellular,1272,2,-1,0,unknown,1,2023-04-20
39,blue-collar,married,unknown,0,621,1,0,cellular,1333,5,-1,0,unknown,1,2023-04-20
24,student,single,secondary,0,597,1,0,cellular,943,3,-1,0,unknown,1,2023-04-20
37,blue-collar,divorced,secondary,0,0,1,0,cellular,146,4,-1,0,unknown,1,2023-04-21
35,management,single,tertiary,0,1750,1,0,cellular,333,3,-1,0,unknown,1,2023-04-21
26,student,single,tertiary,0,10086,0,0,cellular,110,2,-1,0,unknown,1,2023-04-21
29,technician,single,secondary,0,3466,0,0,cellular,274,1,-1,0,unknown,1,2023-04-21
63,retired,married,unknown,0,2193,0,0,telephone,1348,4,-1,0,unknown,1,2023-04-21
95,retired,divorced,primary,0,2282,0,0,telephone,207,17,-1,0,unknown,1,2023-04-21
65,retired,married,tertiary,0,1973,0,0,telephone,396,3,-1,0,unknown,1,2023-04-21
59,technician,married,secondary,0,10925,0,0,cellular,100,1,-1,0,unknown,1,2023-04-21
35,management,single,tertiary,0,704,0,0,cellular,164,1,-1,0,unknown,1,2023-04-21
74,retired,married,secondary,0,9480,0,0,cellular,211,1,-1,0,unknown,1,2023-04-21
56,unemployed,married,primary,0,3391,0,0,cellular,243,1,-1,0,unknown,1,2023-04-21
26,student,single,tertiary,0,1134,0,0,cellular,464,4,-1,0,unknown,1,2023-04-21
30,blue-collar,single,unknown,0,6281,0,0,cellular,149,2,-1,0,unknown,1,2023-04-21
29,self-employed,married,secondary,0,123,0,1,cellular,158,2,181,1,success,1,2023-04-21
78,retired,married,primary,0,8556,0,0,telephone,137,2,-1,0,unknown,1,2023-04-21
45,unknown,divorced,unknown,0,0,0,0,cellular,278,3,-1,0,unknown,1,2023-04-21
29,blue-collar,single,secondary,0,2,1,1,cellular,379,5,-1,0,unknown,1,2023-04-21
39,admin.,married,tertiary,0,1108,0,0,cellular,204,1,-1,0,unknown,1,2023-04-21
45,management,married,tertiary,0,212,0,0,cellular,65,2,-1,0,unknown,1,2023-04-21
45,technician,married,tertiary,0,5110,0,0,cellular,341,2,-1,0,unknown,1,2023-04-22
36,student,single,secondary,0,17,0,0,cellular,621,1,-1,0,unknown,1,2023-04-22
41,unknown,single,unknown,0,942,0,0,cellular,219,1,-1,0,unknown,1,2023-04-22
38,technician,married,secondary,0,0,1,0,cellular,315,1,-1,0,unknown,1,2023-04-22
33,admin.,married,tertiary,0,882,0,0,cellular,104,1,183,4,failure,1,2023-04-22
30,services,married,tertiary,0,81,0,0,cellular,145,1,-1,0,unknown,1,2023-04-22
65,retired,married,primary,0,276,0,0,cellular,229,1,-1,0,unknown,1,2023-04-22
75,retired,married,tertiary,0,2991,0,0,cellular,240,1,-1,0,unknown,1,2023-04-22
65,management,divorced,tertiary,0,90,1,0,cellular,416,1,-1,0,unknown,1,2023-04-22
53,management,married,tertiary,0,3754,0,0,cellular,307,1,278,2,failure,1,2023-04-22
40,management,married,primary,0,395,1,0,cellular,232,4,-1,0,unknown,1,2023-04-22
31,admin.,single,tertiary,0,676,1,0,cellular,124,2,343,2,other,1,2023-04-22
25,student,single,secondary,0,8,0,0,cellular,107,2,-1,0,unknown,1,2023-04-22
37,technician,married,secondary,0,0,1,0,cellular,1288,3,-1,0,unknown,1,2023-04-22
32,management,single,tertiary,0,2069,0,0,cellular,545,1,-1,0,unknown,1,2023-04-22
45,management,married,tertiary,0,506,0,0,cellular,229,2,-1,0,unknown,1,2023-04-23
35,management,married,tertiary,0,8,0,0,cellular,93,3,-1,0,unknown,1,2023-04-23
74,retired,married,primary,0,670,0,0,cellular,266,5,-1,0,unknown,1,2023-04-23
37,management,married,tertiary,0,0,1,0,cellular,242,5,153,7,failure,1,2023-04-23
59,blue-collar,married,primary,0,1939,0,0,cellular,172,1,-1,0,unknown,1,2023-04-23
76,management,married,unknown,0,1780,1,0,telephone,413,3,-1,0,unknown,1,2023-04-23
25,blue-collar,single,secondary,0,0,0,0,cellular,163,1,-1,0,unknown,1,2023-04-23
27,services,single,secondary,0,955,0,0,cellular,206,1,-1,0,unknown,1,2023-04-23
39,admin.,married,secondary,0,732,0,0,cellular,522,4,-1,0,unknown,1,2023-04-23
24,services,single,unknown,0,2022,0,0,cellular,159,4,-1,0,unknown,1,2023-04-23
28,blue-collar,single,tertiary,0,4099,0,0,cellular,116,4,-1,0,unknown,1,2023-04-23
51,management,married,tertiary,0,4917,0,0,cellular,113,1,-1,0,unknown,1,2023-04-23
66,retired,married,primary,0,2883,0,0,cellular,158,1,-1,0,unknown,1,2023-04-23
28,unemployed,single,primary,0,1374,0,0,cellular,203,4,-1,0,unknown,1,2023-04-23
30,management,single,tertiary,0,398,0,0,cellular,235,2,-1,0,unknown,1,2023-04-24
58,blue-collar,married,secondary,0,3027,1,0,cellular,160,1,-1,0,unknown,1,2023-04-24
32,management,single,tertiary,0,2974,1,0,cellular,227,1,4,1,failure,1,2023-04-24
31,technician,single,tertiary,0,1081,0,0,cellular,202,5,261,2,failure,1,2023-04-24
71,technician,married,tertiary,0,383,0,0,cellular,388,3,-1,0,unknown,1,2023-04-27
37,admin.,married,tertiary,0,3913,1,0,cellular,124,1,-1,0,unknown,1,2023-04-27
56,management,divorced,tertiary,0,3287,0,0,cellular,497,1,-1,0,unknown,1,2023-04-27
65,retired,married,primary,0,3629,0,0,cellular,148,1,-1,0,unknown,1,2023-04-27
72,self-employed,married,tertiary,0,132,0,0,cellular,444,1,-1,0,unknown,1,2023-04-27
51,admin.,single,secondary,0,726,1,0,cellular,89,8,-1,0,unknown,1,2023-04-27
35,blue-collar,married,secondary,0,149,1,0,cellular,507,3,349,1,other,1,2023-04-29
34,blue-collar,married,secondary,0,640,1,0,cellular,636,2,-1,0,unknown,1,2023-04-29
29,admin.,married,secondary,0,7707,1,0,cellular,961,2,334,2,failure,1,2023-04-29
30,technician,single,tertiary,0,53,0,0,cellular,375,1,-1,0,unknown,1,2023-04-29
39,technician,single,secondary,0,15,1,0,cellular,510,1,-1,0,unknown,1,2023-04-30
45,management,married,tertiary,0,242,0,0,cellular,587,1,-1,0,unknown,1,2023-04-30
28,admin.,single,secondary,0,377,0,0,cellular,571,1,-1,0,unknown,1,2023-04-30
52,unemployed,married,secondary,0,94,0,0,cellular,244,1,-1,0,unknown,1,2023-04-30
59,retired,married,primary,0,363,0,0,cellular,400,1,-1,0,unknown,1,2023-04-30
38,services,married,secondary,0,1970,1,0,cellular,701,1,176,1,success,1,2023-04-30
47,technician,married,secondary,0,1167,1,0,cellular,968,1,87,5,failure,1,2023-04-30
52,management,married,tertiary,0,193,0,0,cellular,381,1,269,1,failure,1,2023-04-30
38,management,married,tertiary,0,0,1,0,cellular,571,1,-1,0,unknown,1,2023-04-30
29,student,single,secondary,0,78,0,0,cellular,239,1,-1,0,unknown,1,2023-04-30
36,unemployed,single,tertiary,0,1291,0,0,cellular,195,1,86,1,success,1,2023-04-30
58,retired,married,tertiary,0,1425,0,0,cellular,224,1,-1,0,unknown,1,2023-04-30
31,technician,married,tertiary,0,3382,0,0,cellular,739,1,-1,0,unknown,1,2023-04-30
59,retired,divorced,secondary,0,5583,1,0,cellular,720,1,-1,0,unknown,1,2023-04-30
47,blue-collar,married,secondary,0,1230,1,0,cellular,412,1,169,1,success,1,2023-04-30
36,admin.,married,secondary,0,96,0,0,cellular,208,1,87,1,success,1,2023-04-30
21,student,single,secondary,0,224,0,0,cellular,871,1,-1,0,unknown,1,2023-04-30
23,student,single,secondary,0,0,0,0,cellular,297,1,83,6,success,1,2023-04-30
47,blue-collar,married,secondary,0,1730,1,0,cellular,231,1,-1,0,unknown,1,2023-04-30
29,management,single,tertiary,0,697,0,0,cellular,365,1,85,1,success,1,2023-04-30
25,management,single,tertiary,0,943,0,0,cellular,512,1,-1,0,unknown,1,2023-04-30
37,technician,married,secondary,0,1458,0,0,cellular,281,1,-1,0,unknown,1,2023-04-30
33,admin.,married,secondary,0,95,1,0,cellular,335,1,-1,0,unknown,1,2023-04-30
59,technician,married,secondary,0,2308,0,0,cellular,815,1,87,1,other,1,2023-04-30
58,management,divorced,tertiary,0,5701,0,0,cellular,354,1,87,1,success,1,2023-04-30
44,blue-collar,married,unknown,0,1529,1,0,cellular,347,1,-1,0,unknown,1,2023-04-30
48,blue-collar,married,secondary,0,292,0,0,cellular,271,1,79,1,success,1,2023-04-30
34,self-employed,married,primary,0,7468,1,1,cellular,383,1,-1,0,unknown,1,2023-04-30
42,technician,married,unknown,0,1559,0,0,cellular,368,1,-1,0,unknown,1,2023-04-30
54,admin.,divorced,secondary,0,1693,0,0,cellular,1277,1,87,2,other,1,2023-04-30
42,technician,married,tertiary,0,757,0,0,cellular,354,1,79,1,success,1,2023-04-30
42,blue-collar,married,primary,0,201,1,0,cellular,841,1,85,2,failure,1,2023-04-30
44,self-employed,divorced,tertiary,0,1070,1,0,cellular,381,1,160,2,other,1,2023-04-30
37,blue-collar,married,secondary,0,1330,0,0,cellular,390,1,-1,0,unknown,1,2023-04-30
29,student,single,secondary,0,314,0,0,cellular,465,1,-1,0,unknown,1,2023-04-30
47,unknown,married,unknown,0,677,0,0,cellular,900,2,86,2,failure,1,2023-04-30
24,management,single,tertiary,0,2845,0,0,cellular,779,2,-1,0,unknown,1,2023-04-30
34,admin.,single,secondary,0,-32,0,1,cellular,246,2,-1,0,unknown,1,2023-04-30
30,management,single,tertiary,0,398,0,0,cellular,554,1,6,2,success,1,2023-04-30
46,technician,married,secondary,0,0,0,0,cellular,200,1,259,2,other,1,2023-04-30
34,services,married,secondary,0,1337,0,0,cellular,442,1,-1,0,unknown,1,2023-04-30
59,retired,married,secondary,0,493,0,0,cellular,237,1,-1,0,unknown,1,2023-04-30
35,management,single,tertiary,0,1750,1,0,cellular,687,1,9,3,success,1,2023-04-30
33,technician,married,tertiary,0,4401,0,0,cellular,439,1,-1,0,unknown,1,2023-04-30
35,management,married,tertiary,0,193,1,0,cellular,565,1,13,1,failure,1,2023-04-30
37,management,married,tertiary,0,5106,0,0,cellular,244,1,-1,0,unknown,1,2023-04-30
35,admin.,single,tertiary,0,994,0,0,cellular,400,1,87,2,failure,1,2023-04-30
38,technician,single,tertiary,0,1101,0,0,cellular,800,1,-1,0,unknown,1,2023-04-30
33,blue-collar,single,unknown,0,129,1,1,cellular,482,1,161,1,failure,1,2023-04-30
42,management,married,tertiary,0,6060,1,0,cellular,316,1,350,2,failure,1,2023-04-30
33,management,married,tertiary,0,55,0,0,cellular,526,2,87,3,failure,1,2023-04-30
53,management,married,tertiary,0,1624,0,0,cellular,284,3,84,3,success,1,2023-04-30
53,services,married,secondary,0,341,0,0,cellular,423,2,-1,0,unknown,1,2023-04-30
31,management,single,tertiary,0,2016,0,0,cellular,209,1,-1,0,unknown,1,2023-04-30
26,admin.,single,secondary,0,255,0,0,cellular,457,1,80,1,success,1,2023-04-30
30,technician,single,secondary,0,4684,1,0,cellular,268,3,-1,0,unknown,1,2023-04-30
24,admin.,single,secondary,0,1052,0,0,cellular,354,1,-1,0,unknown,1,2023-04-30
28,management,single,tertiary,0,1808,0,0,cellular,309,1,-1,0,unknown,1,2023-04-30
26,unemployed,single,tertiary,0,3511,0,0,cellular,439,2,-1,0,unknown,1,2023-04-30
35,technician,married,secondary,0,518,1,0,cellular,616,1,-1,0,unknown,1,2023-04-30
28,technician,single,secondary,0,227,0,0,cellular,278,1,-1,0,unknown,1,2023-04-30
30,admin.,single,secondary,0,270,0,0,cellular,437,1,80,1,success,1,2023-04-30
32,management,married,tertiary,0,4733,0,0,cellular,532,1,-1,0,unknown,1,2023-04-30
52,self-employed,married,tertiary,0,6657,0,0,telephone,917,1,-1,0,unknown,1,2023-04-30
38,management,married,tertiary,0,613,0,0,cellular,242,1,86,1,success,1,2023-04-30
34,self-employed,single,tertiary,0,5462,0,0,cellular,430,1,-1,0,unknown,1,2023-04-30
29,technician,single,secondary,0,674,0,0,cellular,483,1,13,5,success,1,2023-04-30
30,management,single,tertiary,0,364,0,0,cellular,306,2,-1,0,unknown,1,2023-04-30
31,services,single,secondary,0,181,0,0,cellular,325,1,-1,0,unknown,1,2023-04-30
24,student,single,primary,0,474,0,0,cellular,551,1,-1,0,unknown,1,2023-04-30
25,management,single,tertiary,0,219,0,0,cellular,458,1,-1,0,unknown,1,2023-04-30
47,management,single,tertiary,0,86,0,0,cellular,387,3,87,1,success,1,2023-04-30
33,student,single,unknown,0,1170,0,0,cellular,352,1,-1,0,unknown,1,2023-04-30
34,admin.,single,tertiary,0,18,1,1,cellular,359,1,-1,0,unknown,1,2023-04-30
36,technician,single,tertiary,0,197,0,0,cellular,260,1,-1,0,unknown,1,2023-04-30
50,management,married,tertiary,0,938,0,0,cellular,780,1,-1,0,unknown,1,2023-04-30
34,management,single,tertiary,0,1228,0,0,cellular,580,2,84,8,success,1,2023-04-30
54,technician,divorced,secondary,0,2156,1,0,cellular,258,1,86,5,success,1,2023-04-30
47,technician,married,tertiary,0,2408,0,0,cellular,376,1,-1,0,unknown,1,2023-04-30
31,admin.,married,secondary,0,35,0,0,cellular,615,1,-1,0,unknown,1,2023-04-30
36,management,married,tertiary,0,393,1,0,cellular,555,2,-1,0,unknown,1,2023-04-30
35,services,married,unknown,0,618,0,0,cellular,951,1,-1,0,unknown,1,2023-04-30
25,student,single,secondary,0,1608,0,0,cellular,664,2,-1,0,unknown,1,2023-04-30
46,management,married,tertiary,0,699,0,0,cellular,970,1,87,1,failure,1,2023-04-30
49,entrepreneur,single,secondary,0,5802,0,0,cellular,618,2,-1,0,unknown,1,2023-04-30
47,blue-collar,married,primary,0,2749,1,0,cellular,774,2,164,1,failure,1,2023-04-30
35,management,single,tertiary,0,1162,0,0,cellular,175,1,-1,0,unknown,1,2023-04-30
30,technician,married,secondary,0,776,0,0,cellular,861,2,-1,0,unknown,1,2023-04-30
31,management,single,tertiary,0,1619,0,0,cellular,327,2,-1,0,unknown,1,2023-04-30
55,admin.,married,secondary,0,139,0,0,cellular,241,1,-1,0,unknown,1,2023-04-30
25,admin.,single,secondary,0,2816,0,0,cellular,327,1,-1,0,unknown,1,2023-04-30
26,technician,single,secondary,0,507,0,0,cellular,380,1,-1,0,unknown,1,2023-04-30
85,retired,married,primary,0,98,0,0,cellular,416,1,-1,0,unknown,1,2023-04-30
29,management,single,tertiary,0,2753,0,0,cellular,645,1,-1,0,unknown,1,2023-04-30
39,management,married,tertiary,0,0,0,0,cellular,342,3,22,3,other,1,2023-04-30
33,blue-collar,single,secondary,0,498,0,0,cellular,301,1,-1,0,unknown,1,2023-04-30
33,blue-collar,single,tertiary,0,700,0,0,cellular,169,1,80,2,success,1,2023-04-30
58,management,married,tertiary,0,4152,1,0,cellular,750,2,164,4,other,1,2023-04-30
61,retired,divorced,secondary,0,927,0,0,cellular,427,3,-1,0,unknown,1,2023-04-30
50,admin.,single,secondary,0,2252,0,0,cellular,652,2,-1,0,unknown,1,2023-04-30
54,technician,married,secondary,0,0,0,0,telephone,766,3,84,3,success,1,2023-04-30
33,technician,married,tertiary,0,0,0,0,cellular,227,2,-1,0,unknown,1,2023-04-30
36,admin.,single,secondary,0,728,0,0,cellular,230,1,-1,0,unknown,1,2023-04-30
31,management,single,tertiary,0,354,0,0,cellular,502,1,9,2,success,1,2023-04-30
24,student,single,secondary,0,382,0,0,cellular,567,2,-1,0,unknown,1,2023-04-30
29,management,single,tertiary,0,36252,1,0,cellular,501,1,-1,0,unknown,1,2023-04-30
40,management,married,tertiary,0,158,0,0,telephone,712,2,-1,0,unknown,1,2023-04-30
29,blue-collar,single,secondary,0,734,1,1,cellular,259,1,296,1,other,1,2023-04-30
30,admin.,single,tertiary,0,305,0,0,cellular,633,1,85,2,success,1,2023-04-30
45,blue-collar,married,secondary,0,10252,0,0,cellular,675,2,-1,0,unknown,1,2023-05-04
37,management,single,tertiary,0,3141,0,0,cellular,384,2,-1,0,unknown,1,2023-05-04
28,unemployed,single,primary,0,236,0,0,cellular,193,1,87,3,failure,1,2023-05-04
33,management,single,tertiary,0,5437,0,0,cellular,267,1,91,1,failure,1,2023-05-04
33,technician,married,secondary,0,133,0,0,cellular,218,1,-1,0,unknown,1,2023-05-04
45,blue-collar,married,secondary,0,640,1,0,cellular,447,1,-1,0,unknown,1,2023-05-04
25,student,single,tertiary,0,253,0,0,cellular,597,1,-1,0,unknown,1,2023-05-04
41,blue-collar,married,secondary,0,5060,0,0,cellular,963,1,83,3,success,1,2023-05-04
38,technician,divorced,secondary,0,902,1,0,cellular,301,3,90,1,success,1,2023-05-04
47,technician,married,secondary,0,335,0,0,cellular,417,1,76,1,success,1,2023-05-04
49,management,married,tertiary,0,1,0,0,telephone,1076,3,175,1,success,1,2023-05-04
42,admin.,single,secondary,0,1451,1,0,cellular,251,4,-1,0,unknown,1,2023-05-04
33,technician,single,tertiary,0,1636,1,0,cellular,592,1,66,1,success,1,2023-05-04
36,admin.,married,tertiary,0,3221,0,0,cellular,322,11,-1,0,unknown,1,2023-05-04
60,technician,married,secondary,0,316,0,0,cellular,545,2,263,4,failure,1,2023-05-04
33,technician,married,secondary,0,2044,1,0,cellular,532,3,-1,0,unknown,1,2023-05-04
33,technician,married,secondary,0,557,0,0,cellular,367,1,-1,0,unknown,1,2023-05-04
33,services,single,secondary,0,489,1,0,cellular,297,4,334,1,other,1,2023-05-04
32,student,single,tertiary,0,1138,0,0,cellular,214,3,83,3,success,1,2023-05-04
36,self-employed,married,secondary,0,188,1,1,cellular,1046,3,333,2,success,1,2023-05-04
45,technician,married,secondary,0,1998,0,0,cellular,237,5,-1,0,unknown,1,2023-05-04
35,management,married,tertiary,0,520,1,0,cellular,458,3,17,5,failure,1,2023-05-04
38,management,divorced,tertiary,0,6368,1,0,cellular,922,4,-1,0,unknown,1,2023-05-04
30,self-employed,married,tertiary,0,2666,0,0,cellular,781,3,89,1,success,1,2023-05-04
31,technician,married,secondary,0,4182,1,0,cellular,347,2,-1,0,unknown,1,2023-05-04
32,self-employed,divorced,tertiary,0,3271,0,0,cellular,949,3,-1,0,unknown,1,2023-05-04
44,self-employed,married,unknown,0,163,1,0,cellular,364,3,-1,0,unknown,1,2023-05-04
39,management,single,tertiary,0,1515,1,0,cellular,815,6,167,6,failure,1,2023-05-04
45,blue-collar,married,primary,0,803,1,0,cellular,742,4,-1,0,unknown,1,2023-05-04
32,blue-collar,single,secondary,0,400,0,0,cellular,268,3,-1,0,unknown,1,2023-05-04
39,management,single,tertiary,0,2454,1,0,cellular,716,3,263,2,failure,1,2023-05-04
30,management,single,tertiary,0,533,0,0,cellular,365,4,-1,0,unknown,1,2023-05-04
63,management,married,unknown,0,2352,0,0,telephone,475,7,-1,0,unknown,1,2023-05-04
56,retired,married,primary,0,9367,0,0,cellular,617,2,-1,0,unknown,1,2023-05-04
26,technician,single,secondary,0,237,1,0,cellular,1091,3,-1,0,unknown,1,2023-05-04
37,student,single,unknown,0,444,0,0,cellular,1063,5,-1,0,unknown,1,2023-05-04
29,management,single,tertiary,0,9407,0,0,cellular,267,6,-1,0,unknown,1,2023-05-04
24,student,single,secondary,0,387,0,0,telephone,340,8,-1,0,unknown,1,2023-05-04
35,entrepreneur,married,secondary,0,2971,0,0,cellular,429,4,164,2,failure,1,2023-05-04
43,technician,married,tertiary,0,2643,0,0,telephone,331,5,-1,0,unknown,1,2023-05-04
39,blue-collar,married,secondary,0,261,0,0,cellular,841,4,-1,0,unknown,1,2023-05-04
59,retired,divorced,secondary,0,514,0,0,cellular,673,6,90,1,success,1,2023-05-04
50,blue-collar,married,primary,0,5872,1,0,cellular,762,3,-1,0,unknown,1,2023-05-05
44,services,divorced,secondary,0,-368,1,0,cellular,895,1,-1,0,unknown,1,2023-05-05
